REF_DATE,Origin,DGUID,Destination,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1980/1981,"New Brunswick, province of origin",2016A000213,"Yukon, province of destination",Persons,249,units ,0,v466591,4.11,31,,,,0
1980/1981,"New Brunswick, province of origin",2016A000213,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466592,4.12,111,,,t,0
1980/1981,"Quebec, province of origin",2016A000224,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466603,5.1,378,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"Prince Edward Island, province of destination",Persons,249,units ,0,v466608,5.2,143,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"Nova Scotia, province of destination",Persons,249,units ,0,v466609,5.3,1496,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"New Brunswick, province of destination",Persons,249,units ,0,v466610,5.4,2461,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"Ontario, province of destination",Persons,249,units ,0,v466611,5.6,27036,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"Manitoba, province of destination",Persons,249,units ,0,v466612,5.7,841,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"Saskatchewan, province of destination",Persons,249,units ,0,v466613,5.8,521,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"Alberta, province of destination",Persons,249,units ,0,v466614,5.9,8048,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"British Columbia, province of destination",Persons,249,units ,0,v466615,5.1,4550,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"Yukon, province of destination",Persons,249,units ,0,v466604,5.11,62,,,,0
1980/1981,"Quebec, province of origin",2016A000224,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466605,5.12,210,,,t,0
1980/1981,"Ontario, province of origin",2016A000235,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466616,6.1,4329,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"Prince Edward Island, province of destination",Persons,249,units ,0,v466621,6.2,1058,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"Nova Scotia, province of destination",Persons,249,units ,0,v466622,6.3,6698,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"New Brunswick, province of destination",Persons,249,units ,0,v466623,6.4,4359,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"Quebec, province of destination",Persons,249,units ,0,v466624,6.5,13983,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"Manitoba, province of destination",Persons,249,units ,0,v466625,6.7,7035,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"Saskatchewan, province of destination",Persons,249,units ,0,v466626,6.8,4396,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"Alberta, province of destination",Persons,249,units ,0,v466627,6.9,43584,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"British Columbia, province of destination",Persons,249,units ,0,v466628,6.1,23570,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"Yukon, province of destination",Persons,249,units ,0,v466617,6.11,419,,,,0
1980/1981,"Ontario, province of origin",2016A000235,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466618,6.12,906,,,t,0
1980/1981,"Manitoba, province of origin",2016A000246,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466629,7.1,347,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"Prince Edward Island, province of destination",Persons,249,units ,0,v466634,7.2,62,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"Nova Scotia, province of destination",Persons,249,units ,0,v466635,7.3,528,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"New Brunswick, province of destination",Persons,249,units ,0,v466636,7.4,349,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"Quebec, province of destination",Persons,249,units ,0,v466637,7.5,734,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"Ontario, province of destination",Persons,249,units ,0,v466638,7.6,5825,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"Saskatchewan, province of destination",Persons,249,units ,0,v466639,7.8,4083,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"Alberta, province of destination",Persons,249,units ,0,v466640,7.9,9973,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"British Columbia, province of destination",Persons,249,units ,0,v466641,7.1,7609,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"Yukon, province of destination",Persons,249,units ,0,v466630,7.11,95,,,,0
1980/1981,"Manitoba, province of origin",2016A000246,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466631,7.12,266,,,t,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466642,8.1,121,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Prince Edward Island, province of destination",Persons,249,units ,0,v466647,8.2,52,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Nova Scotia, province of destination",Persons,249,units ,0,v466648,8.3,262,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"New Brunswick, province of destination",Persons,249,units ,0,v466649,8.4,256,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Quebec, province of destination",Persons,249,units ,0,v466650,8.5,362,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Ontario, province of destination",Persons,249,units ,0,v466651,8.6,2810,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Manitoba, province of destination",Persons,249,units ,0,v466652,8.7,3256,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Alberta, province of destination",Persons,249,units ,0,v466653,8.9,12259,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"British Columbia, province of destination",Persons,249,units ,0,v466654,8.1,5993,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Yukon, province of destination",Persons,249,units ,0,v466643,8.11,108,,,,0
1980/1981,"Saskatchewan, province of origin",2016A000247,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466644,8.12,253,,,t,0
1980/1981,"Alberta, province of origin",2016A000248,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466655,9.1,1193,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"Prince Edward Island, province of destination",Persons,249,units ,0,v466660,9.2,298,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"Nova Scotia, province of destination",Persons,249,units ,0,v466661,9.3,2155,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"New Brunswick, province of destination",Persons,249,units ,0,v466662,9.4,1296,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"Quebec, province of destination",Persons,249,units ,0,v466663,9.5,1984,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"Ontario, province of destination",Persons,249,units ,0,v466664,9.6,13054,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"Manitoba, province of destination",Persons,249,units ,0,v466665,9.7,4355,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"Saskatchewan, province of destination",Persons,249,units ,0,v466666,9.8,8020,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"British Columbia, province of destination",Persons,249,units ,0,v466667,9.1,31481,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"Yukon, province of destination",Persons,249,units ,0,v466656,9.11,434,,,,0
1980/1981,"Alberta, province of origin",2016A000248,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466657,9.12,863,,,t,0
1980/1981,"British Columbia, province of origin",2016A000259,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466459,10.1,477,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Prince Edward Island, province of destination",Persons,249,units ,0,v466464,10.2,123,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Nova Scotia, province of destination",Persons,249,units ,0,v466465,10.3,1556,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"New Brunswick, province of destination",Persons,249,units ,0,v466466,10.4,816,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Quebec, province of destination",Persons,249,units ,0,v466467,10.5,1852,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Ontario, province of destination",Persons,249,units ,0,v466468,10.6,10477,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Manitoba, province of destination",Persons,249,units ,0,v466469,10.7,2946,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Saskatchewan, province of destination",Persons,249,units ,0,v466470,10.8,3430,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Alberta, province of destination",Persons,249,units ,0,v466471,10.9,19393,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Yukon, province of destination",Persons,249,units ,0,v466460,10.11,1179,,,,0
1980/1981,"British Columbia, province of origin",2016A000259,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466461,10.12,402,,,t,0
1980/1981,"Yukon, province of origin",2016A000260,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466472,11.1,30,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"Prince Edward Island, province of destination",Persons,249,units ,0,v466477,11.2,20,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"Nova Scotia, province of destination",Persons,249,units ,0,v466478,11.3,49,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"New Brunswick, province of destination",Persons,249,units ,0,v466479,11.4,8,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"Quebec, province of destination",Persons,249,units ,0,v466480,11.5,33,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"Ontario, province of destination",Persons,249,units ,0,v466481,11.6,190,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"Manitoba, province of destination",Persons,249,units ,0,v466482,11.7,69,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"Saskatchewan, province of destination",Persons,249,units ,0,v466483,11.8,92,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"Alberta, province of destination",Persons,249,units ,0,v466484,11.9,436,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"British Columbia, province of destination",Persons,249,units ,0,v466473,11.1,1324,,,,0
1980/1981,"Yukon, province of origin",2016A000260,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466474,11.12,85,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466485,12.1,168,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Prince Edward Island, province of destination",Persons,249,units ,0,v466488,12.2,9,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Nova Scotia, province of destination",Persons,249,units ,0,v466489,12.3,142,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"New Brunswick, province of destination",Persons,249,units ,0,v466490,12.4,80,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Quebec, province of destination",Persons,249,units ,0,v466491,12.5,165,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Ontario, province of destination",Persons,249,units ,0,v466492,12.6,626,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Manitoba, province of destination",Persons,249,units ,0,v466493,12.7,253,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Saskatchewan, province of destination",Persons,249,units ,0,v466494,12.8,249,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Alberta, province of destination",Persons,249,units ,0,v466495,12.9,1339,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"British Columbia, province of destination",Persons,249,units ,0,v466486,12.1,854,,,t,0
1980/1981,"Northwest Territories including Nunavut, province of origin",,"Yukon, province of destination",Persons,249,units ,0,v466487,12.11,166,,,t,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Prince Edward Island, province of destination",Persons,249,units ,0,v466446,1.2,146,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Nova Scotia, province of destination",Persons,249,units ,0,v466451,1.3,1708,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"New Brunswick, province of destination",Persons,249,units ,0,v466452,1.4,630,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Quebec, province of destination",Persons,249,units ,0,v466453,1.5,285,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Ontario, province of destination",Persons,249,units ,0,v466454,1.6,4875,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Manitoba, province of destination",Persons,249,units ,0,v466455,1.7,443,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Saskatchewan, province of destination",Persons,249,units ,0,v466456,1.8,242,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Alberta, province of destination",Persons,249,units ,0,v466457,1.9,4567,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"British Columbia, province of destination",Persons,249,units ,0,v466458,1.1,1182,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Yukon, province of destination",Persons,249,units ,0,v466447,1.11,96,,,,0
1981/1982,"Newfoundland and Labrador, province of origin",2016A000210,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466448,1.12,282,,,t,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466564,2.1,148,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Nova Scotia, province of destination",Persons,249,units ,0,v466569,2.3,933,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"New Brunswick, province of destination",Persons,249,units ,0,v466570,2.4,552,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Quebec, province of destination",Persons,249,units ,0,v466571,2.5,73,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Ontario, province of destination",Persons,249,units ,0,v466572,2.6,893,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Manitoba, province of destination",Persons,249,units ,0,v466573,2.7,113,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Saskatchewan, province of destination",Persons,249,units ,0,v466574,2.8,75,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Alberta, province of destination",Persons,249,units ,0,v466575,2.9,1172,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"British Columbia, province of destination",Persons,249,units ,0,v466576,2.1,213,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Yukon, province of destination",Persons,249,units ,0,v466565,2.11,18,,,,0
1981/1982,"Prince Edward Island, province of origin",2016A000211,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466566,2.12,41,,,t,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466577,3.1,1351,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Prince Edward Island, province of destination",Persons,249,units ,0,v466582,3.2,931,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"New Brunswick, province of destination",Persons,249,units ,0,v466583,3.4,2606,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Quebec, province of destination",Persons,249,units ,0,v466584,3.5,1034,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Ontario, province of destination",Persons,249,units ,0,v466585,3.6,6669,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Manitoba, province of destination",Persons,249,units ,0,v466586,3.7,665,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Saskatchewan, province of destination",Persons,249,units ,0,v466587,3.8,419,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Alberta, province of destination",Persons,249,units ,0,v466588,3.9,4699,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"British Columbia, province of destination",Persons,249,units ,0,v466589,3.1,2152,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Yukon, province of destination",Persons,249,units ,0,v466578,3.11,47,,,,0
1981/1982,"Nova Scotia, province of origin",2016A000212,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466579,3.12,262,,,t,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466590,4.1,588,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Prince Edward Island, province of destination",Persons,249,units ,0,v466595,4.2,440,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Nova Scotia, province of destination",Persons,249,units ,0,v466596,4.3,2832,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Quebec, province of destination",Persons,249,units ,0,v466597,4.5,1902,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Ontario, province of destination",Persons,249,units ,0,v466598,4.6,4861,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Manitoba, province of destination",Persons,249,units ,0,v466599,4.7,409,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Saskatchewan, province of destination",Persons,249,units ,0,v466600,4.8,327,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Alberta, province of destination",Persons,249,units ,0,v466601,4.9,4030,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"British Columbia, province of destination",Persons,249,units ,0,v466602,4.1,1149,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Yukon, province of destination",Persons,249,units ,0,v466591,4.11,25,,,,0
1981/1982,"New Brunswick, province of origin",2016A000213,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466592,4.12,136,,,t,0
1981/1982,"Quebec, province of origin",2016A000224,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466603,5.1,496,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"Prince Edward Island, province of destination",Persons,249,units ,0,v466608,5.2,146,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"Nova Scotia, province of destination",Persons,249,units ,0,v466609,5.3,1304,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"New Brunswick, province of destination",Persons,249,units ,0,v466610,5.4,2586,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"Ontario, province of destination",Persons,249,units ,0,v466611,5.6,27821,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"Manitoba, province of destination",Persons,249,units ,0,v466612,5.7,985,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"Saskatchewan, province of destination",Persons,249,units ,0,v466613,5.8,641,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"Alberta, province of destination",Persons,249,units ,0,v466614,5.9,9135,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"British Columbia, province of destination",Persons,249,units ,0,v466615,5.1,3700,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"Yukon, province of destination",Persons,249,units ,0,v466604,5.11,66,,,,0
1981/1982,"Quebec, province of origin",2016A000224,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466605,5.12,259,,,t,0
1981/1982,"Ontario, province of origin",2016A000235,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466616,6.1,3567,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"Prince Edward Island, province of destination",Persons,249,units ,0,v466621,6.2,901,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"Nova Scotia, province of destination",Persons,249,units ,0,v466622,6.3,6407,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"New Brunswick, province of destination",Persons,249,units ,0,v466623,6.4,4053,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"Quebec, province of destination",Persons,249,units ,0,v466624,6.5,12276,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"Manitoba, province of destination",Persons,249,units ,0,v466625,6.7,6476,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"Saskatchewan, province of destination",Persons,249,units ,0,v466626,6.8,3608,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"Alberta, province of destination",Persons,249,units ,0,v466627,6.9,34070,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"British Columbia, province of destination",Persons,249,units ,0,v466628,6.1,16449,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"Yukon, province of destination",Persons,249,units ,0,v466617,6.11,426,,,,0
1981/1982,"Ontario, province of origin",2016A000235,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466618,6.12,1051,,,t,0
1981/1982,"Manitoba, province of origin",2016A000246,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466629,7.1,413,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"Prince Edward Island, province of destination",Persons,249,units ,0,v466634,7.2,83,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"Nova Scotia, province of destination",Persons,249,units ,0,v466635,7.3,483,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"New Brunswick, province of destination",Persons,249,units ,0,v466636,7.4,368,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"Quebec, province of destination",Persons,249,units ,0,v466637,7.5,704,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"Ontario, province of destination",Persons,249,units ,0,v466638,7.6,5749,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"Saskatchewan, province of destination",Persons,249,units ,0,v466639,7.8,3793,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"Alberta, province of destination",Persons,249,units ,0,v466640,7.9,7804,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"British Columbia, province of destination",Persons,249,units ,0,v466641,7.1,4404,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"Yukon, province of destination",Persons,249,units ,0,v466630,7.11,99,,,,0
1981/1982,"Manitoba, province of origin",2016A000246,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466631,7.12,326,,,t,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466642,8.1,121,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Prince Edward Island, province of destination",Persons,249,units ,0,v466647,8.2,70,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Nova Scotia, province of destination",Persons,249,units ,0,v466648,8.3,362,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"New Brunswick, province of destination",Persons,249,units ,0,v466649,8.4,243,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Quebec, province of destination",Persons,249,units ,0,v466650,8.5,339,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Ontario, province of destination",Persons,249,units ,0,v466651,8.6,2842,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Manitoba, province of destination",Persons,249,units ,0,v466652,8.7,3277,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Alberta, province of destination",Persons,249,units ,0,v466653,8.9,10622,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"British Columbia, province of destination",Persons,249,units ,0,v466654,8.1,3912,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Yukon, province of destination",Persons,249,units ,0,v466643,8.11,101,,,,0
1981/1982,"Saskatchewan, province of origin",2016A000247,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466644,8.12,242,,,t,0
1981/1982,"Alberta, province of origin",2016A000248,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466655,9.1,1463,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"Prince Edward Island, province of destination",Persons,249,units ,0,v466660,9.2,418,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"Nova Scotia, province of destination",Persons,249,units ,0,v466661,9.3,2862,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"New Brunswick, province of destination",Persons,249,units ,0,v466662,9.4,1869,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"Quebec, province of destination",Persons,249,units ,0,v466663,9.5,2535,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"Ontario, province of destination",Persons,249,units ,0,v466664,9.6,16535,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"Manitoba, province of destination",Persons,249,units ,0,v466665,9.7,5126,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"Saskatchewan, province of destination",Persons,249,units ,0,v466666,9.8,8308,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"British Columbia, province of destination",Persons,249,units ,0,v466667,9.1,23053,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"Yukon, province of destination",Persons,249,units ,0,v466656,9.11,423,,,,0
1981/1982,"Alberta, province of origin",2016A000248,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466657,9.12,892,,,t,0
1981/1982,"British Columbia, province of origin",2016A000259,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466459,10.1,477,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Prince Edward Island, province of destination",Persons,249,units ,0,v466464,10.2,220,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Nova Scotia, province of destination",Persons,249,units ,0,v466465,10.3,1832,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"New Brunswick, province of destination",Persons,249,units ,0,v466466,10.4,876,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Quebec, province of destination",Persons,249,units ,0,v466467,10.5,1985,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Ontario, province of destination",Persons,249,units ,0,v466468,10.6,12477,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Manitoba, province of destination",Persons,249,units ,0,v466469,10.7,3804,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Saskatchewan, province of destination",Persons,249,units ,0,v466470,10.8,3994,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Alberta, province of destination",Persons,249,units ,0,v466471,10.9,22064,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Yukon, province of destination",Persons,249,units ,0,v466460,10.11,937,,,,0
1981/1982,"British Columbia, province of origin",2016A000259,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466461,10.12,612,,,t,0
1981/1982,"Yukon, province of origin",2016A000260,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466472,11.1,17,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"Prince Edward Island, province of destination",Persons,249,units ,0,v466477,11.2,7,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"Nova Scotia, province of destination",Persons,249,units ,0,v466478,11.3,41,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"New Brunswick, province of destination",Persons,249,units ,0,v466479,11.4,10,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"Quebec, province of destination",Persons,249,units ,0,v466480,11.5,32,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"Ontario, province of destination",Persons,249,units ,0,v466481,11.6,216,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"Manitoba, province of destination",Persons,249,units ,0,v466482,11.7,69,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"Saskatchewan, province of destination",Persons,249,units ,0,v466483,11.8,139,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"Alberta, province of destination",Persons,249,units ,0,v466484,11.9,486,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"British Columbia, province of destination",Persons,249,units ,0,v466473,11.1,1210,,,,0
1981/1982,"Yukon, province of origin",2016A000260,"Northwest Territories including Nunavut, province of destination",Persons,249,units ,0,v466474,11.12,104,,,t,0
1981/1982,"Northwest Territories including Nunavut, province of origin",,"Newfoundland and Labrador, province of destination",Persons,249,units ,0,v466485,12.1,122,,,t,0
1981/1982,"Northwest Territories including Nunavut, province of origin",,"Prince Edward Island, province of destination",Persons,249,units ,0,v466488,12.2,13,,,t,0
1981/1982,"Northwest Territories including Nunavut, province of origin",,"Nova Scotia, province of destination",Persons,249,units ,0,v466489,12.3,135,,,t,0
